VendorNumber,InvoiceDate,PODate,PayDate,Freight,Approval,IDInvoicePurchases,IDPurchases
173357,2016-07-16,2016-06-26,2016-08-12,5.75,,2889,2889
90017,2016-07-14,2016-06-29,2016-08-14,3.12,,2890,2890
90037,2016-07-15,2016-06-29,2016-08-24,0.49,,2891,2891
9819,2016-07-13,2016-06-26,2016-08-17,509.19,,2892,2892
8892,2016-07-18,2016-06-26,2016-08-22,232.55,,2893,2893
9260,2016-07-19,2016-06-28,2016-08-23,3.93,,2894,2894
9165,2016-07-14,2016-06-27,2016-08-26,1640.19,Frank Delahunt,2895,2895
9751,2016-07-11,2016-06-27,2016-08-28,0.48,,2896,2896
90010,2016-07-17,2016-07-01,2016-08-28,15.94,,2897,2897
1587,2016-07-12,2016-07-01,2016-08-19,143.87,,2898,2898
90024,2016-07-19,2016-06-28,2016-08-15,65.68,,2899,2899
1601,2016-07-13,2016-06-26,2016-08-13,13.98,,2900,2900
9622,2016-07-11,2016-06-30,2016-08-26,8.98,,2901,2901
9625,2016-07-14,2016-06-27,2016-08-27,45.9,,2902,2902
3664,2016-07-15,2016-06-29,2016-08-13,766.28,,2903,2903
9815,2016-07-19,2016-06-27,2016-08-18,607.73,,2904,2904
90058,2016-07-19,2016-06-26,2016-08-20,6.02,,2905,2905
60,2016-07-20,2016-07-08,2016-08-22,7.92,,2906,2906
4466,2016-07-19,2016-07-06,2016-09-04,31.18,,2907,2907
287,2016-07-20,2016-07-07,2016-09-02,1.33,,2908,2908
388,2016-07-25,2016-07-03,2016-08-20,18.34,,2909,2909
480,2016-07-24,2016-07-05,2016-08-24,3071.63,Frank Delahunt,2910,2910
516,2016-07-20,2016-07-05,2016-08-19,141.97,,2911,2911
2396,2016-07-26,2016-07-03,2016-09-03,0.26,,2912,2912
1128,2016-07-22,2016-07-08,2016-09-01,1540.01,Frank Delahunt,2913,2913
1189,2016-07-24,2016-07-07,2016-08-28,12.6,,2914,2914
1273,2016-07-23,2016-07-04,2016-08-22,20.9,,2915,2915
11567,2016-07-26,2016-07-05,2016-09-02,369.75,,2916,2916
90046,2016-07-20,2016-07-08,2016-08-22,2.37,,2917,2917
1485,2016-07-24,2016-07-04,2016-09-03,177.11,,2918,2918
4380,2016-07-22,2016-07-05,2016-08-27,42.06,,2919,2919
1650,2016-07-18,2016-07-08,2016-08-31,1.37,,2920,2920
1392,2016-07-18,2016-07-05,2016-09-03,1543.17,Frank Delahunt,2921,2921
90047,2016-07-18,2016-07-03,2016-08-24,32.79,,2922,2922
2242,2016-07-20,2016-07-03,2016-08-28,101.98,,2923,2923
1590,2016-07-18,2016-07-05,2016-08-23,78.87,,2924,2924
3960,2016-07-26,2016-07-03,2016-08-18,6269.27,Frank Delahunt,2925,2925
2555,2016-07-24,2016-07-07,2016-09-01,84.4,,2926,2926
2450,2016-07-25,2016-07-07,2016-08-31,2.25,,2927,2927
2496,2016-07-18,2016-07-08,2016-08-21,12.99,,2928,2928
17037,2016-07-20,2016-07-05,2016-09-03,2.5,,2929,2929
3252,2016-07-18,2016-07-05,2016-09-03,998.38,,2930,2930
2561,2016-07-18,2016-07-03,2016-08-27,167.44,,2931,2931
1655,2016-07-23,2016-07-04,2016-08-21,33.23,,2932,2932
17031,2016-07-25,2016-07-05,2016-08-21,17.14,,2933,2933
90011,2016-07-19,2016-07-04,2016-09-03,5.99,,2934,2934
9744,2016-07-19,2016-07-03,2016-09-01,49.95,,2935,2935
90051,2016-07-18,2016-07-07,2016-08-30,0.65,,2936,2936
3924,2016-07-22,2016-07-06,2016-09-03,352.75,,2937,2937
3950,2016-07-19,2016-07-05,2016-08-25,1.06,,2938,2938
90053,2016-07-25,2016-07-07,2016-08-20,1.5,,2939,2939
17032,2016-07-23,2016-07-03,2016-08-22,4.11,,2940,2940
12546,2016-07-19,2016-07-07,2016-08-31,2731.21,Frank Delahunt,2941,2941
4550,2016-07-24,2016-07-03,2016-08-22,6.55,,2942,2942
4692,2016-07-21,2016-07-06,2016-08-22,108.22,,2943,2943
90032,2016-07-26,2016-07-08,2016-09-03,10.75,,2944,2944
4848,2016-07-22,2016-07-03,2016-09-01,9.25,,2945,2945
4950,2016-07-23,2016-07-04,2016-08-18,18.31,,2946,2946
8352,2016-07-22,2016-07-04,2016-08-18,304.36,,2947,2947
9552,2016-07-22,2016-07-08,2016-08-29,1116.38,,2948,2948
10000,2016-07-26,2016-07-04,2016-08-25,383.8,,2949,2949
5270,2016-07-23,2016-07-05,2016-09-03,6.73,,2950,2950
5455,2016-07-25,2016-07-07,2016-08-31,7.65,,2951,2951
4425,2016-07-25,2016-07-04,2016-08-22,2806.63,Frank Delahunt,2952,2952
5992,2016-07-23,2016-07-04,2016-08-30,39.82,,2953,2953
6213,2016-07-22,2016-07-03,2016-08-27,209.6,,2954,2954
8112,2016-07-21,2016-07-07,2016-08-29,1054.21,,2955,2955
6215,2016-07-26,2016-07-08,2016-08-25,5.97,,2956,2956
6355,2016-07-18,2016-07-04,2016-08-25,2.95,,2957,2957
6359,2016-07-23,2016-07-04,2016-08-24,15.27,,2958,2958
6785,2016-07-22,2016-07-04,2016-08-27,263.16,,2959,2959
6830,2016-07-19,2016-07-07,2016-08-20,2.11,,2960,2960
10754,2016-07-22,2016-07-03,2016-08-18,366.58,,2961,2961
17035,2016-07-22,2016-07-07,2016-08-27,2742.28,Frank Delahunt,2962,2962
9206,2016-07-21,2016-07-08,2016-08-29,44.64,,2963,2963
7153,2016-07-21,2016-07-04,2016-08-20,275.5,,2964,2964
7154,2016-07-23,2016-07-04,2016-08-18,3.65,,2965,2965
7240,2016-07-18,2016-07-03,2016-08-25,5.06,,2966,2966
7245,2016-07-22,2016-07-06,2016-08-27,717.99,,2967,2967
7255,2016-07-19,2016-07-07,2016-08-21,20.63,,2968,2968
7239,2016-07-23,2016-07-05,2016-08-21,437.89,,2969,2969
10050,2016-07-22,2016-07-03,2016-08-23,7.34,,2970,2970
8004,2016-07-25,2016-07-03,2016-09-03,932.13,,2971,2971
660,2016-07-24,2016-07-05,2016-08-30,358.67,,2972,2972
17033,2016-07-24,2016-07-06,2016-08-31,3.51,,2973,2973
8150,2016-07-20,2016-07-08,2016-08-21,37.0,,2974,2974
98450,2016-07-21,2016-07-05,2016-08-19,10.46,,2975,2975
8320,2016-07-25,2016-07-06,2016-08-18,48.98,,2976,2976
3089,2016-07-20,2016-07-05,2016-08-21,129.96,,2977,2977
28750,2016-07-25,2016-07-03,2016-08-29,5.82,,2978,2978
2000,2016-07-20,2016-07-04,2016-08-29,301.52,,2979,2979
653,2016-07-18,2016-07-05,2016-09-02,129.16,,2980,2980
8673,2016-07-23,2016-07-03,2016-08-20,311.83,,2981,2981
12331,2016-07-20,2016-07-05,2016-08-27,2.03,,2982,2982
8664,2016-07-20,2016-07-05,2016-08-19,479.48,,2983,2983
8735,2016-07-21,2016-07-03,2016-08-21,5.83,,2984,2984
90056,2016-07-25,2016-07-04,2016-09-04,22.67,,2985,2985
172662,2016-07-25,2016-07-06,2016-08-31,1.91,,2986,2986
8920,2016-07-25,2016-07-03,2016-08-20,2.15,,2987,2987
28776,2016-07-26,2016-07-04,2016-08-25,4.11,,2988,2988
173357,2016-07-19,2016-07-03,2016-09-04,4.1,,2989,2989
90017,2016-07-25,2016-07-04,2016-08-27,2.1,,2990,2990
9819,2016-07-22,2016-07-08,2016-08-22,283.93,,2991,2991
8892,2016-07-24,2016-07-08,2016-09-04,198.04,,2992,2992
9260,2016-07-23,2016-07-04,2016-08-31,1.16,,2993,2993
9165,2016-07-25,2016-07-03,2016-08-22,1167.71,,2994,2994
90010,2016-07-21,2016-07-07,2016-08-19,9.84,,2995,2995
1587,2016-07-23,2016-07-08,2016-08-27,130.91,,2996,2996
90024,2016-07-20,2016-07-08,2016-08-25,70.0,,2997,2997
1601,2016-07-20,2016-07-03,2016-08-22,12.28,,2998,2998
90057,2016-07-21,2016-07-06,2016-08-31,0.64,,2999,2999
9622,2016-07-22,2016-07-07,2016-08-26,3.91,,3000,3000
9625,2016-07-18,2016-07-08,2016-08-21,29.03,,3001,3001
3664,2016-07-19,2016-07-07,2016-08-24,632.51,,3002,3002
9815,2016-07-25,2016-07-04,2016-09-02,441.06,,3003,3003
90058,2016-07-24,2016-07-04,2016-08-24,10.77,,3004,3004
60,2016-07-28,2016-07-13,2016-09-02,11.79,,3005,3005
105,2016-07-29,2016-07-13,2016-08-27,1.05,,3006,3006
4466,2016-07-26,2016-07-14,2016-08-26,77.03,,3007,3007
388,2016-07-25,2016-07-13,2016-09-05,1.86,,3008,3008
480,2016-08-01,2016-07-14,2016-09-09,3804.7,Frank Delahunt,3009,3009
516,2016-08-01,2016-07-12,2016-09-10,110.68,,3010,3010
2396,2016-07-27,2016-07-11,2016-08-29,0.23,,3011,3011
1265,2016-07-25,2016-07-10,2016-09-10,0.44,,3012,3012
1128,2016-08-02,2016-07-15,2016-09-09,1870.64,Frank Delahunt,3013,3013
1189,2016-07-31,2016-07-15,2016-08-29,7.35,,3014,3014
1273,2016-07-31,2016-07-14,2016-09-06,29.24,,3015,3015
11567,2016-07-25,2016-07-14,2016-08-25,490.93,,3016,3016
90046,2016-08-01,2016-07-10,2016-08-26,3.94,,3017,3017
1485,2016-07-26,2016-07-12,2016-09-04,158.23,,3018,3018
2876,2016-07-28,2016-07-11,2016-09-09,0.28,,3019,3019
4380,2016-07-30,2016-07-10,2016-09-07,31.2,,3020,3020
1650,2016-07-30,2016-07-10,2016-09-03,5.69,,3021,3021
1392,2016-07-25,2016-07-12,2016-09-04,1490.5,Frank Delahunt,3022,3022
90047,2016-07-27,2016-07-12,2016-09-10,28.05,,3023,3023
2242,2016-07-26,2016-07-12,2016-09-11,109.14,,3024,3024
1590,2016-07-31,2016-07-12,2016-08-30,80.85,,3025,3025
3960,2016-08-01,2016-07-14,2016-09-07,7041.25,Frank Delahunt,3026,3026
2555,2016-07-28,2016-07-14,2016-08-28,115.88,,3027,3027
2450,2016-07-28,2016-07-14,2016-09-09,2.0,,3028,3028
2496,2016-07-26,2016-07-11,2016-08-27,7.48,,3029,3029
17037,2016-07-26,2016-07-10,2016-08-25,2.2,,3030,3030
3252,2016-07-31,2016-07-10,2016-08-29,1227.46,,3031,3031
2561,2016-08-01,2016-07-13,2016-09-02,368.53,,3032,3032
1655,2016-07-27,2016-07-14,2016-08-30,25.59,,3033,3033
17031,2016-08-02,2016-07-13,2016-08-27,21.95,,3034,3034
90011,2016-07-31,2016-07-15,2016-09-08,2.2,,3035,3035
9744,2016-07-26,2016-07-11,2016-08-28,50.65,,3036,3036
90052,2016-07-28,2016-07-12,2016-09-02,0.48,,3037,3037
3924,2016-08-01,2016-07-14,2016-08-26,269.95,,3038,3038
3950,2016-07-25,2016-07-12,2016-08-30,3.66,,3039,3039
90053,2016-07-31,2016-07-11,2016-08-29,2.4,,3040,3040
17032,2016-08-02,2016-07-11,2016-09-07,4.53,,3041,3041
12546,2016-07-25,2016-07-15,2016-08-26,2657.24,Frank Delahunt,3042,3042
4550,2016-07-27,2016-07-12,2016-08-28,18.36,,3043,3043
4692,2016-07-28,2016-07-14,2016-08-31,121.97,,3044,3044
90032,2016-07-27,2016-07-12,2016-08-30,9.27,,3045,3045
4848,2016-07-29,2016-07-12,2016-08-26,9.79,,3046,3046
4950,2016-07-29,2016-07-10,2016-09-05,21.12,,3047,3047
8352,2016-07-27,2016-07-10,2016-08-26,282.73,,3048,3048
9552,2016-07-29,2016-07-11,2016-09-09,1188.54,Frank Delahunt,3049,3049
10000,2016-07-26,2016-07-12,2016-08-28,363.73,,3050,3050
5270,2016-07-31,2016-07-15,2016-09-09,12.64,,3051,3051
5455,2016-07-25,2016-07-10,2016-09-04,20.24,,3052,3052
4425,2016-07-29,2016-07-12,2016-09-10,3677.13,Frank Delahunt,3053,3053
5992,2016-07-29,2016-07-15,2016-09-09,34.96,,3054,3054
6213,2016-08-01,2016-07-11,2016-09-11,284.21,,3055,3055
5612,2016-07-31,2016-07-13,2016-09-09,0.35,,3056,3056
8112,2016-08-01,2016-07-14,2016-09-07,1497.42,Frank Delahunt,3057,3057
6215,2016-07-30,2016-07-14,2016-09-10,3.59,,3058,3058
6355,2016-07-31,2016-07-12,2016-09-06,5.69,,3059,3059
6359,2016-07-26,2016-07-13,2016-08-29,117.42,,3060,3060
6785,2016-07-29,2016-07-14,2016-08-26,271.99,,3061,3061
6830,2016-08-02,2016-07-13,2016-08-31,1.1,,3062,3062
10754,2016-07-29,2016-07-15,2016-09-07,538.77,,3063,3063
17035,2016-07-30,2016-07-14,2016-08-26,3781.3,Frank Delahunt,3064,3064
9206,2016-08-02,2016-07-14,2016-08-25,47.93,,3065,3065
7153,2016-07-25,2016-07-11,2016-08-31,318.33,,3066,3066
7154,2016-07-28,2016-07-13,2016-09-11,7.46,,3067,3067
7240,2016-07-30,2016-07-15,2016-08-27,4.64,,3068,3068
7245,2016-08-02,2016-07-15,2016-08-29,951.5,,3069,3069
7255,2016-07-27,2016-07-13,2016-09-07,8.72,,3070,3070
7239,2016-07-31,2016-07-15,2016-09-10,492.62,,3071,3071
10050,2016-08-02,2016-07-10,2016-09-09,42.16,,3072,3072
8004,2016-07-27,2016-07-15,2016-09-10,1075.84,,3073,3073
660,2016-08-02,2016-07-10,2016-08-29,368.63,,3074,3074
17033,2016-07-25,2016-07-11,2016-09-10,49.8,,3075,3075
8150,2016-07-27,2016-07-15,2016-09-11,45.48,,3076,3076
98450,2016-08-02,2016-07-13,2016-09-02,15.57,,3077,3077
8320,2016-07-29,2016-07-11,2016-09-07,66.89,,3078,3078
3089,2016-07-31,2016-07-13,2016-08-28,161.99,,3079,3079
28750,2016-07-31,2016-07-15,2016-08-27,6.42,,3080,3080
2000,2016-07-26,2016-07-13,2016-08-26,293.92,,3081,3081
653,2016-07-26,2016-07-14,2016-08-30,125.2,,3082,3082
8673,2016-08-02,2016-07-11,2016-08-26,314.08,,3083,3083
12331,2016-07-28,2016-07-15,2016-09-04,1.12,,3084,3084
8664,2016-07-29,2016-07-11,2016-08-25,498.31,,3085,3085
8735,2016-07-25,2016-07-13,2016-08-27,11.66,,3086,3086
90056,2016-07-28,2016-07-11,2016-08-31,14.4,,3087,3087
172662,2016-07-25,2016-07-15,2016-09-02,3.56,,3088,3088
8920,2016-07-30,2016-07-10,2016-08-29,5.19,,3089,3089
28776,2016-07-27,2016-07-14,2016-09-01,54.86,,3090,3090
173357,2016-07-31,2016-07-14,2016-09-02,5.2,,3091,3091
90017,2016-07-30,2016-07-10,2016-09-10,1.97,,3092,3092
90037,2016-08-01,2016-07-14,2016-09-06,0.37,,3093,3093
9819,2016-07-27,2016-07-13,2016-08-27,261.8,,3094,3094
8892,2016-07-31,2016-07-13,2016-09-04,170.09,,3095,3095
9260,2016-07-31,2016-07-10,2016-09-02,1.19,,3096,3096
9165,2016-07-30,2016-07-13,2016-08-30,1285.06,,3097,3097
90010,2016-07-28,2016-07-13,2016-09-06,10.14,,3098,3098
1587,2016-07-30,2016-07-15,2016-08-29,145.49,,3099,3099
90024,2016-07-29,2016-07-15,2016-08-25,67.51,,3100,3100
1601,2016-07-27,2016-07-10,2016-09-11,7.97,,3101,3101
90057,2016-07-28,2016-07-14,2016-08-31,1.89,,3102,3102
9622,2016-07-28,2016-07-15,2016-08-28,4.96,,3103,3103
9625,2016-07-25,2016-07-14,2016-08-26,28.17,,3104,3104
3664,2016-07-28,2016-07-11,2016-09-10,835.3,,3105,3105
9815,2016-07-27,2016-07-10,2016-09-04,530.87,,3106,3106
90058,2016-08-01,2016-07-12,2016-08-27,4.49,,3107,3107
60,2016-08-07,2016-07-19,2016-09-13,13.35,,3108,3108
105,2016-08-04,2016-07-22,2016-09-14,2.1,,3109,3109
4466,2016-08-03,2016-07-18,2016-09-04,15.31,,3110,3110
388,2016-08-07,2016-07-19,2016-09-15,2.49,,3111,3111
480,2016-08-02,2016-07-19,2016-09-17,3612.75,Frank Delahunt,3112,3112
516,2016-08-04,2016-07-20,2016-09-13,155.06,,3113,3113
2396,2016-08-08,2016-07-19,2016-09-04,0.26,,3114,3114
1265,2016-08-05,2016-07-18,2016-09-15,0.07,,3115,3115
1003,2016-08-04,2016-07-21,2016-09-16,0.19,,3116,3116
1128,2016-08-01,2016-07-22,2016-09-08,1527.04,Frank Delahunt,3117,3117
1189,2016-08-05,2016-07-19,2016-09-17,6.21,,3118,3118
1273,2016-08-01,2016-07-19,2016-09-16,31.2,,3119,3119
11567,2016-08-09,2016-07-20,2016-09-01,420.51,,3120,3120
90046,2016-08-02,2016-07-22,2016-09-17,2.02,,3121,3121
1485,2016-08-06,2016-07-21,2016-09-10,205.06,,3122,3122
2876,2016-08-09,2016-07-20,2016-09-07,0.47,,3123,3123
4380,2016-08-06,2016-07-22,2016-09-03,29.83,,3124,3124
1650,2016-08-01,2016-07-22,2016-09-16,1.54,,3125,3125
1392,2016-08-08,2016-07-18,2016-09-09,2031.62,Frank Delahunt,3126,3126
90047,2016-08-08,2016-07-21,2016-09-01,13.12,,3127,3127
2242,2016-08-03,2016-07-22,2016-09-04,121.05,,3128,3128
1590,2016-08-08,2016-07-20,2016-09-08,76.56,,3129,3129
3960,2016-08-03,2016-07-21,2016-09-14,6373.54,Frank Delahunt,3130,3130
2555,2016-08-09,2016-07-20,2016-09-18,116.88,,3131,3131
2450,2016-08-07,2016-07-22,2016-09-10,2.75,,3132,3132
2496,2016-08-01,2016-07-22,2016-09-16,78.89,,3133,3133
17037,2016-08-05,2016-07-18,2016-09-10,3.85,,3134,3134
3252,2016-08-09,2016-07-18,2016-09-01,1295.37,Frank Delahunt,3135,3135
2561,2016-08-08,2016-07-20,2016-09-07,428.85,,3136,3136
1655,2016-08-01,2016-07-19,2016-09-08,29.36,,3137,3137
17031,2016-08-03,2016-07-20,2016-09-04,22.36,,3138,3138
90011,2016-08-05,2016-07-22,2016-09-04,4.56,,3139,3139
9744,2016-08-04,2016-07-20,2016-09-16,54.68,,3140,3140
90052,2016-08-08,2016-07-21,2016-09-06,0.95,,3141,3141
3924,2016-08-02,2016-07-17,2016-09-03,321.75,,3142,3142
90053,2016-08-08,2016-07-19,2016-09-03,2.56,,3143,3143
17032,2016-08-01,2016-07-20,2016-09-09,5.13,,3144,3144
12546,2016-08-01,2016-07-17,2016-09-17,3208.58,Frank Delahunt,3145,3145
4550,2016-08-03,2016-07-17,2016-09-16,10.97,,3146,3146
4692,2016-08-06,2016-07-19,2016-09-02,152.01,,3147,3147
90032,2016-08-09,2016-07-17,2016-09-06,9.85,,3148,3148
4848,2016-08-07,2016-07-21,2016-09-15,13.14,,3149,3149
4950,2016-08-09,2016-07-18,2016-09-02,23.23,,3150,3150
8352,2016-08-02,2016-07-17,2016-09-05,258.71,,3151,3151
9552,2016-08-03,2016-07-20,2016-09-16,1266.87,Frank Delahunt,3152,3152
10000,2016-08-03,2016-07-17,2016-09-15,438.74,,3153,3153
5270,2016-08-07,2016-07-17,2016-09-08,13.64,,3154,3154
5455,2016-08-08,2016-07-20,2016-09-15,15.64,,3155,3155
4425,2016-08-02,2016-07-21,2016-09-18,3755.58,Frank Delahunt,3156,3156
5992,2016-08-07,2016-07-19,2016-09-01,24.96,,3157,3157
6213,2016-08-07,2016-07-17,2016-09-17,214.44,,3158,3158
8112,2016-08-07,2016-07-20,2016-09-15,1870.26,Frank Delahunt,3159,3159
6215,2016-08-02,2016-07-19,2016-09-05,8.27,,3160,3160
6355,2016-08-07,2016-07-21,2016-09-06,4.68,,3161,3161
6359,2016-08-08,2016-07-20,2016-09-06,40.98,,3162,3162
6785,2016-08-03,2016-07-19,2016-09-06,389.55,,3163,3163
6830,2016-08-06,2016-07-17,2016-09-09,1.11,,3164,3164
10754,2016-08-04,2016-07-17,2016-09-09,646.27,,3165,3165
17035,2016-08-08,2016-07-18,2016-09-08,3125.39,Frank Delahunt,3166,3166
9206,2016-08-08,2016-07-19,2016-09-16,45.07,,3167,3167
7153,2016-08-06,2016-07-18,2016-09-16,360.74,,3168,3168
7154,2016-08-08,2016-07-22,2016-09-03,6.18,,3169,3169
7240,2016-08-05,2016-07-19,2016-09-11,5.76,,3170,3170
7245,2016-08-07,2016-07-20,2016-09-08,904.28,,3171,3171
7255,2016-08-05,2016-07-18,2016-09-17,10.77,,3172,3172
7239,2016-08-08,2016-07-18,2016-09-10,677.63,,3173,3173
10050,2016-08-09,2016-07-19,2016-09-04,8.04,,3174,3174
8004,2016-08-03,2016-07-22,2016-09-03,1114.77,,3175,3175
660,2016-08-03,2016-07-22,2016-09-16,395.47,,3176,3176
17033,2016-08-07,2016-07-17,2016-09-17,3.63,,3177,3177
8150,2016-08-07,2016-07-21,2016-09-06,22.38,,3178,3178
98450,2016-08-09,2016-07-17,2016-09-07,14.44,,3179,3179
8320,2016-08-01,2016-07-20,2016-09-12,61.95,,3180,3180
3089,2016-08-01,2016-07-21,2016-09-09,219.23,,3181,3181
28750,2016-08-07,2016-07-20,2016-09-12,10.87,,3182,3182
2000,2016-08-08,2016-07-21,2016-09-12,555.93,,3183,3183
653,2016-08-02,2016-07-17,2016-09-13,210.53,,3184,3184
8673,2016-08-08,2016-07-17,2016-09-13,309.68,,3185,3185
12331,2016-08-08,2016-07-20,2016-09-13,2.23,,3186,3186
8664,2016-08-09,2016-07-18,2016-09-01,546.12,,3187,3187
8735,2016-08-07,2016-07-17,2016-09-07,3.06,,3188,3188
90056,2016-08-08,2016-07-17,2016-09-11,19.99,,3189,3189
8920,2016-08-01,2016-07-17,2016-09-10,3.05,,3190,3190
28776,2016-08-03,2016-07-18,2016-09-10,6.78,,3191,3191
173357,2016-08-09,2016-07-21,2016-09-01,10.55,,3192,3192
90017,2016-08-08,2016-07-22,2016-09-09,1.08,,3193,3193
9819,2016-08-02,2016-07-20,2016-09-08,449.1,,3194,3194
8892,2016-08-09,2016-07-21,2016-09-17,244.21,,3195,3195
9260,2016-08-01,2016-07-19,2016-09-06,1.7,,3196,3196
9165,2016-08-01,2016-07-18,2016-09-11,1855.49,Frank Delahunt,3197,3197
90010,2016-08-06,2016-07-19,2016-09-12,7.76,,3198,3198
1587,2016-08-08,2016-07-20,2016-09-16,242.91,,3199,3199
90024,2016-08-04,2016-07-22,2016-09-05,49.93,,3200,3200
1601,2016-08-09,2016-07-19,2016-09-12,10.86,,3201,3201
90057,2016-08-01,2016-07-22,2016-09-12,0.71,,3202,3202
9622,2016-08-03,2016-07-18,2016-09-17,4.25,,3203,3203
9625,2016-08-01,2016-07-18,2016-09-05,35.97,,3204,3204
3664,2016-08-03,2016-07-18,2016-09-05,730.08,,3205,3205
9815,2016-08-08,2016-07-17,2016-09-06,615.59,,3206,3206
90058,2016-08-08,2016-07-22,2016-09-02,8.23,,3207,3207
60,2016-08-14,2016-07-27,2016-09-25,12.1,,3208,3208
105,2016-08-10,2016-07-27,2016-09-21,2.0,,3209,3209
200,2016-08-16,2016-07-25,2016-09-21,0.63,,3210,3210
4466,2016-08-11,2016-07-26,2016-09-24,11.08,,3211,3211
287,2016-08-09,2016-07-29,2016-09-25,0.6,,3212,3212
388,2016-08-08,2016-07-29,2016-09-18,2.3,,3213,3213
480,2016-08-11,2016-07-25,2016-09-15,1590.32,Frank Delahunt,3214,3214
516,2016-08-16,2016-07-25,2016-09-10,175.38,,3215,3215
1128,2016-08-08,2016-07-27,2016-09-23,1127.57,,3216,3216
1189,2016-08-16,2016-07-27,2016-09-08,9.84,,3217,3217
1273,2016-08-11,2016-07-26,2016-09-15,56.54,,3218,3218
11567,2016-08-09,2016-07-28,2016-09-10,405.15,,3219,3219
90046,2016-08-15,2016-07-28,2016-09-25,1.15,,3220,3220
1485,2016-08-13,2016-07-29,2016-09-24,150.4,,3221,3221
2876,2016-08-09,2016-07-25,2016-09-09,0.25,,3222,3222
4380,2016-08-12,2016-07-24,2016-09-15,32.62,,3223,3223
1650,2016-08-11,2016-07-25,2016-09-10,3.94,,3224,3224
1392,2016-08-09,2016-07-24,2016-09-17,1431.6,Frank Delahunt,3225,3225
90047,2016-08-16,2016-07-26,2016-09-18,16.82,,3226,3226
2242,2016-08-10,2016-07-26,2016-09-10,142.71,,3227,3227
1590,2016-08-08,2016-07-24,2016-09-14,44.74,,3228,3228
3960,2016-08-16,2016-07-24,2016-09-14,4187.81,Frank Delahunt,3229,3229
2555,2016-08-15,2016-07-24,2016-09-15,84.04,,3230,3230
2450,2016-08-15,2016-07-25,2016-09-12,0.96,,3231,3231
2496,2016-08-09,2016-07-25,2016-09-18,87.09,,3232,3232
17037,2016-08-13,2016-07-27,2016-09-25,3.33,,3233,3233
3252,2016-08-08,2016-07-29,2016-09-21,1098.85,,3234,3234
2561,2016-08-08,2016-07-25,2016-09-24,264.36,,3235,3235
1655,2016-08-13,2016-07-24,2016-09-16,24.42,,3236,3236
17031,2016-08-15,2016-07-28,2016-09-13,23.61,,3237,3237
90011,2016-08-13,2016-07-28,2016-09-18,7.63,,3238,3238
9744,2016-08-12,2016-07-25,2016-09-08,49.26,,3239,3239
90051,2016-08-11,2016-07-29,2016-09-18,1.97,,3240,3240
3924,2016-08-16,2016-07-25,2016-09-11,417.16,,3241,3241
3950,2016-08-13,2016-07-27,2016-09-08,1.1,,3242,3242
90053,2016-08-15,2016-07-29,2016-09-09,0.98,,3243,3243
17032,2016-08-12,2016-07-25,2016-09-11,3.19,,3244,3244
12546,2016-08-16,2016-07-29,2016-09-10,2541.42,Frank Delahunt,3245,3245
4550,2016-08-14,2016-07-27,2016-09-08,6.93,,3246,3246
4692,2016-08-13,2016-07-25,2016-09-20,131.13,,3247,3247
90032,2016-08-15,2016-07-28,2016-09-24,8.99,,3248,3248
4848,2016-08-16,2016-07-26,2016-09-23,11.25,,3249,3249
4950,2016-08-09,2016-07-27,2016-09-21,23.48,,3250,3250
8352,2016-08-15,2016-07-27,2016-09-22,198.45,,3251,3251
9552,2016-08-13,2016-07-26,2016-09-19,1223.71,,3252,3252
10000,2016-08-16,2016-07-29,2016-09-13,386.83,,3253,3253
5270,2016-08-10,2016-07-24,2016-09-17,1.57,,3254,3254
5455,2016-08-12,2016-07-25,2016-09-19,29.7,,3255,3255
4425,2016-08-16,2016-07-26,2016-09-10,2921.75,Frank Delahunt,3256,3256
5992,2016-08-10,2016-07-29,2016-09-22,20.21,,3257,3257
6213,2016-08-09,2016-07-24,2016-09-09,145.76,,3258,3258
8112,2016-08-12,2016-07-24,2016-09-16,943.78,,3259,3259
6215,2016-08-16,2016-07-25,2016-09-25,5.72,,3260,3260
6355,2016-08-09,2016-07-28,2016-09-12,3.66,,3261,3261
6359,2016-08-08,2016-07-26,2016-09-18,37.47,,3262,3262
6785,2016-08-12,2016-07-26,2016-09-15,343.1,,3263,3263
6830,2016-08-15,2016-07-29,2016-09-24,1.28,,3264,3264
10754,2016-08-14,2016-07-26,2016-09-10,582.32,,3265,3265
17035,2016-08-12,2016-07-26,2016-09-12,2464.45,Frank Delahunt,3266,3266
9206,2016-08-09,2016-07-28,2016-09-18,37.06,,3267,3267
7153,2016-08-13,2016-07-28,2016-09-09,265.93,,3268,3268
7154,2016-08-12,2016-07-29,2016-09-16,6.67,,3269,3269
7240,2016-08-15,2016-07-25,2016-09-10,5.88,,3270,3270
7245,2016-08-09,2016-07-27,2016-09-15,976.6,,3271,3271
7255,2016-08-08,2016-07-25,2016-09-19,8.01,,3272,3272
7239,2016-08-14,2016-07-28,2016-09-22,408.74,,3273,3273
10050,2016-08-15,2016-07-25,2016-09-10,10.53,,3274,3274
8004,2016-08-13,2016-07-27,2016-09-09,991.66,,3275,3275
660,2016-08-13,2016-07-28,2016-09-14,405.61,,3276,3276
17033,2016-08-12,2016-07-25,2016-09-17,5.29,,3277,3277
8150,2016-08-15,2016-07-27,2016-09-18,16.21,,3278,3278
